id,predicted_class,doc_probs
563,SuccessLords,[2.93948152e-22 7.14177166e-20 2.67779326e-26 1.00000000e+00]
2518,SuccessLords,[2.80555112e-31 1.92106286e-31 1.10899283e-42 1.00000000e+00]
1170,SuccessLords,[1.37370482e-16 2.46867939e-18 2.54517037e-26 1.00000000e+00]
2707,SuccessLords,[6.04354452e-07 2.09647711e-08 2.00105374e-22 9.99999375e-01]
2523,SuccessLords,[2.32742410e-13 8.30333560e-02 1.64016263e-21 9.16966644e-01]
3032,SuccessLords,[3.15771336e-29 2.16716766e-25 2.19297851e-35 1.00000000e+00]
2392,SuccessLords,[1.12082435e-04 1.00558994e-06 1.88594841e-11 9.99886912e-01]
805,SuccessLords,[1.29179446e-17 1.93391866e-20 3.56260298e-26 1.00000000e+00]
1722,SuccessLords,[8.80871285e-17 1.58702767e-14 7.44332215e-20 1.00000000e+00]
360,SuccessLords,[9.59019629e-15 1.91049034e-18 1.17884605e-28 1.00000000e+00]
974,SuccessLords,[9.24280858e-10 1.18902638e-08 1.18606288e-17 9.99999987e-01]
187,SuccessLords,[2.44838376e-04 4.81748587e-05 1.49685721e-10 9.99706987e-01]
1166,SuccessLords,[2.19026694e-10 5.19925402e-10 4.46513018e-20 9.99999999e-01]
799,SuccessLords,[7.09386937e-31 2.21108095e-23 6.03620615e-37 1.00000000e+00]
395,SuccessLords,[2.51249175e-15 1.61352192e-17 1.98111418e-26 1.00000000e+00]
1722,SuccessLords,[8.80871285e-17 1.58702767e-14 7.44332215e-20 1.00000000e+00]
798,SuccessLords,[3.28846873e-24 6.60292950e-16 4.24939607e-26 1.00000000e+00]
962,SuccessLords,[2.50232207e-14 5.54048298e-10 1.82014467e-15 9.99999999e-01]
2252,SuccessLords,[2.20491004e-04 3.12571168e-07 5.26897740e-19 9.99779196e-01]
191,SuccessLords,[3.73980174e-22 8.77858508e-20 1.26713584e-33 1.00000000e+00]
986,SuccessLords,[1.26613218e-03 1.60966160e-02 5.72085438e-09 9.82637246e-01]
862,SuccessLords,[1.22361494e-14 2.48966174e-12 2.66073694e-17 1.00000000e+00]
209,SuccessLords,[2.04267299e-45 7.31191405e-33 2.11587665e-33 1.00000000e+00]
2192,FailedCommons,[9.99999687e-01 8.62626793e-12 2.89893971e-16 3.12526469e-07]
987,SuccessLords,[4.84730103e-10 6.36940576e-07 2.34600071e-12 9.99999363e-01]
2002,SuccessLords,[3.48292899e-05 3.25507210e-05 3.26113044e-13 9.99932620e-01]
192,SuccessLords,[3.77171791e-13 9.34487431e-14 9.47238498e-27 1.00000000e+00]
799,SuccessLords,[7.09386937e-31 2.21108095e-23 6.03620615e-37 1.00000000e+00]
544,SuccessLords,[9.42147887e-14 9.50885744e-12 1.74031035e-26 1.00000000e+00]
1111,SuccessLords,[1.19232863e-18 6.84891620e-16 1.89938629e-26 1.00000000e+00]
2518,SuccessLords,[2.80555112e-31 1.92106286e-31 1.10899283e-42 1.00000000e+00]
2273,SuccessLords,[6.77496855e-10 1.95832576e-11 9.76307089e-20 9.99999999e-01]
216,SuccessLords,[3.06380866e-24 1.74522450e-24 1.20920633e-33 1.00000000e+00]
183,SuccessLords,[1.01002945e-22 7.28962590e-24 1.79913823e-36 1.00000000e+00]
1776,SuccessLords,[9.32653247e-13 4.99449069e-11 1.13759689e-18 1.00000000e+00]
3045,SuccessLords,[9.94768908e-14 9.30110384e-14 5.22435129e-14 1.00000000e+00]
195,SuccessLords,[3.66918379e-09 3.80051648e-09 1.05749484e-17 9.99999993e-01]
2191,SuccessLords,[5.83130838e-09 3.49432367e-09 1.34230671e-19 9.99999991e-01]
420,SuccessLords,[1.12322104e-03 3.97127440e-01 2.91426653e-11 6.01749339e-01]
962,SuccessLords,[2.50232207e-14 5.54048298e-10 1.82014467e-15 9.99999999e-01]
1165,SuccessLords,[1.52596764e-16 6.03431481e-16 4.85668037e-26 1.00000000e+00]
798,SuccessLords,[3.28846873e-24 6.60292950e-16 4.24939607e-26 1.00000000e+00]
554,SuccessLords,[7.43018116e-07 6.47387286e-13 2.96904730e-17 9.99999257e-01]
3157,FailedLords,[5.50758362e-06 9.96533638e-01 3.68298855e-12 3.46085412e-03]
550,SuccessLords,[2.71427328e-10 2.87485595e-13 4.85327661e-28 1.00000000e+00]
546,SuccessLords,[1.39026163e-07 1.53079683e-06 1.10648082e-14 9.99998330e-01]
1483,SuccessLords,[1.68100244e-13 6.05385490e-12 7.26726868e-18 1.00000000e+00]
1777,SuccessLords,[1.59835871e-20 9.77507253e-19 1.25703366e-27 1.00000000e+00]
1016,SuccessLords,[3.94888907e-18 1.52529712e-15 6.45731979e-26 1.00000000e+00]
2158,SuccessLords,[5.80883328e-04 9.47546523e-02 2.45387922e-33 9.04664464e-01]
1774,SuccessLords,[2.09518910e-08 6.60138202e-07 6.66935386e-17 9.99999319e-01]
2231,SuccessLords,[1.03938603e-24 7.87375934e-19 2.15379019e-35 1.00000000e+00]
2396,SuccessLords,[7.36784337e-07 1.01222803e-03 6.05246524e-07 9.98986430e-01]
216,SuccessLords,[3.06380866e-24 1.74522450e-24 1.20920633e-33 1.00000000e+00]
799,SuccessLords,[7.09386937e-31 2.21108095e-23 6.03620615e-37 1.00000000e+00]
1775,SuccessLords,[5.27250656e-25 1.10719883e-37 3.18821549e-37 1.00000000e+00]
783,SuccessLords,[3.53845389e-08 3.27353395e-07 2.90581643e-14 9.99999637e-01]
467,SuccessLords,[6.15754269e-07 1.26798149e-05 6.74983581e-14 9.99986704e-01]
84,SuccessLords,[1.39252187e-08 5.06691964e-09 4.34364338e-16 9.99999981e-01]
194,SuccessLords,[7.85244425e-09 5.86135746e-07 3.45556850e-18 9.99999406e-01]
