Bill Id,Long Title,Short Title,Origin_House,Status,SessionID,predicted_class,doc_probs
3094,"A Bill to make provision for a railway between a junction with Phase 2a of High Speed 2 south of Crewe in Cheshire and Manchester Piccadilly Station; for a railway between Hoo Green in Cheshire and a junction with the West Coast Main Line at Bamfurlong, south of Wigan; and for connected purposes.",High Speed Rail (Crewe - Manchester) Bill,Commons,1,36,FailedCommons,[9.99719637e-01 1.12760596e-04 5.66161752e-12 1.67602281e-04]
3421,A Bill to make provision for expenditure by the Secretary of State and the removal of restrictions in respect of certain land for or in connection with the construction of a Holocaust Memorial and Learning Centre.,Holocaust Memorial Bill,Commons,1,37,SuccessLords,[4.40785880e-07 7.02844987e-11 3.25338367e-03 9.96746175e-01]
3382,A Bill to make provision for the relocation of Billingsgate Market and the London Central Markets; and for connected purposes.,City of London (Markets) Bill,Commons,1,37,SuccesCommons,[0.01479581 0.31882367 0.33472277 0.33165775]
3430,"A Bill to make provision for the regulation of the processing of information relating to identified or identifiable living individuals; to make provision about services consisting of the use of information to ascertain and verify facts about individuals; to make provision about access to customer data and business data; to make provision about privacy and electronic communications; to make provision about services for the provision of electronic signatures, electronic seals and other trust services; to make provision about the disclosure of information to improve public service delivery; to make provision for the implementation of agreements on sharing information for law enforcement purposes; to make provision about the keeping and maintenance of registers of births and deaths; to make provision about information standards for health and social care; to establish the Information Commission; to make provision about oversight of biometric data; and for connected purposes.",Data Protection and Digital Information Bill,Commons,1,37,FailedCommons,[1.00000000e+00 5.92327067e-35 1.61654363e-46 5.21901418e-48]
3475,"A Bill to make provision to prevent public bodies from being influenced by political or moral disapproval of foreign states when taking certain economic decisions, subject to certain exceptions; and for connected purposes.",Economic Activity of Public Bodies (Overseas Matters) Bill,Commons,1,37,SuccesCommons,[1.28128433e-01 5.54216611e-06 8.71858615e-01 7.40968502e-06]
3572,A Bill to require the Secretary of State to publish a strategy for the recruitment and retention of health and social care staff in rural areas; and for connected purposes.,Health and Social Care (Recruitment and Retention of Staff in Rural Areas) Bill,Commons,1,38,FailedLords,[9.19920974e-19 9.96741993e-01 1.32438170e-24 3.25800658e-03]
3561,A Bill to make provision for the succession of female heirs to hereditary titles; and for connected purposes.,Hereditary Titles (Female Succession) Bill,Commons,1,38,FailedLords,[4.82716331e-04 6.49391248e-01 3.49112405e-01 1.01363031e-03]
3714,A Bill to require local authorities to maintain a register of heritage public houses in their area and to make provision in connection with the compilation and maintenance of such registers; to make provision relating to planning applications in respect of public houses on such a register; to place restrictions on the sale of heritage public houses; to make provision relating to the nomination of heritage public houses as assets of community value; to make provision about the listing of heritage public houses; and for connected purposes.,Heritage Public Houses Bill,Commons,1,38,SuccessLords,[2.47435785e-27 8.25530238e-22 3.76290339e-25 1.00000000e+00]
3688,A Bill to require the Secretary of State to undertake and publish a review of the merits of raising the income threshold for the High Income Child Benefit Charge and of reforming the process for declaring income above that threshold; to require the Secretary of State to publish an assessment of the impact of the High Income Child Benefit Charge on single parents and on full-time caregivers for children; and for connected purposes.,High Income Child Benefit Charge (Review and Impact Assessment) Bill,Commons,1,38,FailedLords,[1.40111865e-02 9.85988801e-01 7.23805782e-20 1.24062658e-08]
3094,"A Bill to make provision for a railway between a junction with Phase 2a of High Speed 2 south of Crewe in Cheshire and Manchester Piccadilly Station; for a railway between Hoo Green in Cheshire and a junction with the West Coast Main Line at Bamfurlong, south of Wigan; and for connected purposes.",High Speed Rail (Crewe - Manchester) Bill,Commons,1,36,FailedCommons,[9.99719637e-01 1.12760596e-04 5.66161752e-12 1.67602281e-04]
3548,A Bill to require local authorities to designate high streets in their area; to require local authorities to undertake and publish periodic reviews of the condition of those high streets; to require local authorities to develop action plans for the improvement of the condition of those high streets; and for connected purposes.,"High Streets (Designation, Review and Improvement Plan) Bill",Commons,1,38,FailedCommons,[1.00000000e+00 2.34749808e-41 2.45044152e-46 7.69789618e-24]
3687,"A Bill to require the Secretary of State to publish proposals for a scheme in which graduates of specified university courses may be exempt from requirements to repay a student loan, in full or in part, provided that they are employed in the United Kingdom in a relevant sector for a minimum time period; and for connected purposes.",Higher Education (Student Finance and Skills Shortages) Bill,Commons,1,38,SuccesCommons,[2.28889618e-30 4.28457889e-19 9.99999889e-01 1.10793254e-07]
3628,A Bill to amend section 58 of the Highways Act 1980 to restrict the defences available to highway authorities; and for connected purposes.,Highways Act 1980 (Amendment) Bill,Commons,1,38,FailedLords,[1.46646856e-17 9.58277996e-01 3.37725823e-02 7.94942139e-03]
3421,A Bill to make provision for expenditure by the Secretary of State and the removal of restrictions in respect of certain land for or in connection with the construction of a Holocaust Memorial and Learning Centre.,Holocaust Memorial Bill,Commons,1,37,SuccessLords,[4.40785880e-07 7.02844987e-11 3.25338367e-03 9.96746175e-01]
3710,A Bill to provide for the prohibition of the sale in England of horticultural peat by the end of 2024; to provide for certain exemptions from that prohibition; and for connected purposes.,Horticultural Peat (Prohibition of Sale) Bill,Commons,1,38,FailedLords,[6.39256233e-16 9.97592441e-01 2.40231581e-03 5.24365783e-06]
3611,A Bill to amend the House of Lords Act 1999 so as to abolish the system of by-elections for hereditary peers.,House of Lords (Hereditary Peers) (Abolition of By-Elections) (No. 2) Bill,Commons,1,38,FailedLords,[1.49913137e-05 9.99984265e-01 1.30220623e-16 7.43736961e-07]
3618,A Bill to make provision for national minimum standards in accommodation offered to refugees and asylum seekers; and for connected purposes.,Housing Standards (Refugees and Asylum Seekers) Bill,Commons,1,38,SuccessLords,[2.22238948e-13 2.98510722e-08 5.83910134e-04 9.99416060e-01]
3547,A Bill to make provision prohibiting the import of hunting trophies into Great Britain.,Hunting Trophies (Import Prohibition) Bill,Commons,1,38,SuccessLords,[0.23726566 0.0976146  0.01770292 0.64741681]
3704,A Bill to require suppliers and retailers of fish and related products to establish and implement due diligence systems to ensure that those products are not obtained from illegal or unsustainable fishing; and for connected purposes.,Illegal and Unsustainable Fishing (Due Diligence) Bill,Commons,1,38,FailedLords,[3.09547930e-12 9.99971266e-01 2.68951468e-05 1.83899999e-06]
3649,A Bill to create offences in respect of persons who have entered the UK illegally or who have remained in the UK without legal authority; and for connected purposes.,Illegal Immigration (Offences) Bill,Commons,1,38,SuccessLords,[4.35181371e-04 3.85209730e-10 3.03887948e-01 6.95676870e-01]
3727,"A Bill to make provision for the annual approval by the House of Commons of maximum numbers in respect of immigration and asylum; to provide that asylum may only be granted to individuals identified as refugees by the UN Refugee Agency, other than in specified circumstances; and for connected purposes.",Immigration and Asylum Bill,Commons,1,38,SuccesCommons,[1.57305748e-21 6.03029944e-03 9.93269439e-01 7.00261468e-04]
3660,A Bill to exempt NHS clinical staff from the requirement to pay fees under section 68 of the Immigration Act 2014; and for connected purposes.,Immigration and Nationality Fees (Exemption for NHS Clinical Staff) Bill,Commons,1,38,SuccessLords,[9.41308547e-07 1.54542354e-01 1.41778384e-07 8.45456563e-01]
3550,"A Bill to amend the Accessories and Abettors Act 1861 to provide that only a person who directly commits, or who makes a significant contribution to the commission of, an offence may be held criminally liable.",Joint Enterprise (Significant Contribution) Bill,Commons,1,38,SuccessLords,[3.39431575e-12 9.63056471e-02 1.14233541e-03 9.02552017e-01]
3591,A Bill to require landlords in the private rented sector to remedy hazards in leased dwellings; and for connected purposes.,Landlord and Tenant Act 1985 (Amendment) Bill,Commons,1,38,FailedCommons,[9.93392325e-01 2.75603101e-03 2.93832755e-03 9.13316240e-04]
3557,A Bill to amend the Licensing Act 2003 so that licensing hours Orders can be made by negative resolution statutory instrument.,Licensing Hours Extensions Bill,Commons,1,38,FailedLords,[2.12502712e-07 9.97368487e-01 1.39623271e-03 1.23506828e-03]
3587,A Bill to make provision about the approval of remuneration paid to local government employees.,Local Government (Pay Accountability) Bill,Commons,1,38,SuccessLords,[5.20295949e-27 6.34845068e-02 3.37899668e-02 9.02725526e-01]
3721,"A Bill to provide that vitamin B12 injections may be sold, supplied or administered by a registered pharmacist without a prescription; and for connected purposes.",Medicines (Vitamin B12 Injections) Bill,Commons,1,38,FailedLords,[0.14436242 0.76447527 0.07651855 0.01464375]
3590,A Bill to require the Leader of the House of Commons to move a Motion prohibiting Members of Parliament from receiving any financial or other benefit from oil and gas companies; to require the Leader of the House to publish proposals for divestment of the Parliamentary Contributory Pension Fund from oil and gas companies; and for connected purposes.,Members of Parliament (Oil and Gas Companies) Bill,Commons,1,38,FailedCommons,[1.00000000e+00 2.42571315e-23 4.69031882e-40 1.15201350e-19]
3668,A Bill to require parliamentary approval for the deployment of UK armed forces for armed conflict; to provide for exemptions from that requirement in cases of emergency or in respect of compliance with treaty obligations; to make provision for retrospective parliamentary approval in certain circumstances; and for connected purposes.,Military Action (Parliamentary Approval) Bill,Commons,1,38,SuccessLords,[1.82744196e-73 9.18318874e-08 6.19621161e-31 9.99999908e-01]
3663,A Bill to pardon miners convicted of certain offences committed during the 1984–85 miners' strike.,Miners’ Strike (Pardons) Bill,Commons,1,38,FailedCommons,[9.79078806e-01 1.55705553e-05 1.87640017e-02 2.14162226e-03]
3681,A Bill to amend the Ministerial and other Pensions and Salaries Act 1991 in relation to grants to persons ceasing to hold ministerial and other offices; and for connected purposes.,Ministerial Severance (Reform) Bill,Commons,1,38,FailedLords,[3.03716284e-19 7.82461586e-01 2.13749256e-01 3.78915791e-03]
3635,A Bill to amend the Mobile Homes Act 1983; and for connected purposes.,Mobile Homes Act 1983 (Amendment) Bill,Commons,1,38,SuccesCommons,[0.01012784 0.09080425 0.63956044 0.25950747]
3693,A Bill to make provision for the purpose of enabling certain mortgage borrowers to switch to a new mortgage arrangement; and for connected purposes.,Mortgages (Switching) Bill,Commons,1,38,SuccessLords,[7.33186138e-08 4.10715727e-05 8.28675439e-02 9.17091311e-01]
3720,"A Bill to make provision about licences issued to new drivers for the period of six months after the issuing of the licence, for the purpose of increasing safety for road users; and for connected purposes.",Motor Vehicles (Driving Licences) (New Drivers) Bill,Commons,1,38,SuccessLords,[4.83838022e-27 2.42882071e-21 1.76137259e-08 9.99999982e-01]
3650,A Bill to make provision for co-funding and for the extension of co-payment for NHS services in England; and for connected purposes.,National Health Service Co-Funding and Co-Payment Bill,Commons,1,38,SuccessLords,[1.22675157e-04 1.99527777e-01 7.24888888e-02 7.27860660e-01]
3713,A Bill to make provision about screening for neurodivergent conditions in primary schools; to make provision about teacher training relating to neurodivergent conditions; and for connected purposes.,Neurodivergent Conditions (Screening and Teacher Training) Bill,Commons,1,38,FailedCommons,[9.92589443e-01 7.38937784e-03 5.45428841e-06 1.57250291e-05]
3642,A Bill to make provision about arranging alternative non-NHS England treatment for patients who have waited for more than one year for hospital treatment; and for connected purposes.,NHS England (Alternative Treatment) Bill,Commons,1,38,FailedCommons,[1.00000000e+00 4.72636760e-12 7.05680862e-17 1.55419426e-14]
3602,A Bill to require the Secretary of State to publish proposals for a compensation scheme for veterans who have experienced ill health as a result of exposure to radiation while on active service.,Nuclear Veterans (Compensation) Bill,Commons,1,38,FailedCommons,[1.00000000e+00 2.70479518e-13 7.64816541e-16 2.50593970e-16]
3657,A Bill to require the Sentencing Council to issue sentencing guidelines in respect of sections 58 and 59 of the Offences against the Person Act 1861; and for connected purposes.,Offences Against the Person Act 1861 (Sentencing Guidelines) Bill,Commons,1,38,SuccesCommons,[5.58397284e-08 4.08301556e-02 9.57409462e-01 1.76032681e-03]
3674,A Bill to make provision about the weapons to which section 141 of the Criminal Justice Act 1988 applies; and for connected purposes.,Offensive Weapons Bill,Commons,1,38,SuccessLords,[2.06924394e-06 1.22689210e-05 8.07686993e-02 9.19216963e-01]
3562,A Bill to make provision for a compulsory registration scheme for certain off-road vehicles; to require such vehicles to display a registration plate; and for connected purposes.,Off-Road Vehicles (Registration) Bill,Commons,1,38,FailedCommons,[9.99980792e-01 1.92081839e-05 1.18659771e-15 3.34626664e-16]
3504,To make provision about licences to search and bore for and get offshore petroleum.,Offshore Petroleum Licensing Bill,Commons,1,38,SuccesCommons,[0.06463877 0.00963236 0.77925788 0.146471  ]
3568,"A Bill to provide that, if a service can be subscribed to online, it must be possible to cancel that subscription online; and for connected purposes.",Online Services (Cancellation) Bill,Commons,1,38,FailedLords,[6.77294016e-03 8.97947253e-01 9.52672171e-02 1.25900503e-05]
3670,A Bill to require that every child be offered at least one outdoor education experience during primary school years and at least one such experience during secondary school years; and for connected purposes.,Outdoor Education Bill,Commons,1,38,FailedCommons,[1.00000000e+00 2.66916082e-23 2.47837780e-57 4.81133365e-28]
3596,A Bill to make provision in connection with the recognition of the State of Palestine.,Palestine Statehood (Recognition) Bill,Commons,1,38,SuccesCommons,[0.29399819 0.02304557 0.50548883 0.17746741]
3624,A Bill to grant powers to the Parliamentary and Health Service Ombudsman to identify and investigate systemic problems in the benefits system and make associated recommendations to the Secretary of State; and for connected purposes.,Parliamentary and Health Service Ombudsman (Powers) Bill,Commons,1,38,SuccesCommons,[5.83743056e-10 2.34330742e-12 9.99929921e-01 7.00787490e-05]
3543,A Bill to change the period of life expectancy relevant to certain pension rules.,Pensions (Special Rules for End of Life) Bill,Commons,1,38,SuccesCommons,[1.75987657e-07 6.70754088e-12 9.69375051e-01 3.06247727e-02]
